GEOID,NAME,population,state,county,tract
06001400100,Census Tract 4001; Alameda County; California,3132,06,001,400100
06037189703,Census Tract 1897.03; Los Angeles County; California,1842,06,037,189703
06037189704,Census Tract 1897.04; Los Angeles County; California,2169,06,037,189704
06037189801,Census Tract 1898.01; Los Angeles County; California,2429,06,037,189801
06037189802,Census Tract 1898.02; Los Angeles County; California,1934,06,037,189802
06037189903,Census Tract 1899.03; Los Angeles County; California,2212,06,037,189903
06037189904,Census Tract 1899.04; Los Angeles County; California,2434,06,037,189904
06037189905,Census Tract 1899.05; Los Angeles County; California,2446,06,037,189905
06037189906,Census Tract 1899.06; Los Angeles County; California,2324,06,037,189906
06037189907,Census Tract 1899.07; Los Angeles County; California,2681,06,037,189907
06037190101,Census Tract 1901.01; Los Angeles County; California,1600,06,037,190101
06037190102,Census Tract 1901.02; Los Angeles County; California,2629,06,037,190102
06037190201,Census Tract 1902.01; Los Angeles County; California,3674,06,037,190201
06037190202,Census Tract 1902.02; Los Angeles County; California,3001,06,037,190202
06037190302,Census Tract 1903.02; Los Angeles County; California,2491,06,037,190302
06037190303,Census Tract 1903.03; Los Angeles County; California,2798,06,037,190303
06037190401,Census Tract 1904.01; Los Angeles County; California,2827,06,037,190401
06037190402,Census Tract 1904.02; Los Angeles County; California,2244,06,037,190402
06037190510,Census Tract 1905.10; Los Angeles County; California,4003,06,037,190510
06037190520,Census Tract 1905.20; Los Angeles County; California,3434,06,037,190520
06037190701,Census Tract 1907.01; Los Angeles County; California,1748,06,037,190701
06037190702,Census Tract 1907.02; Los Angeles County; California,1322,06,037,190702
06037190801,Census Tract 1908.01; Los Angeles County; California,2857,06,037,190801
06037190802,Census Tract 1908.02; Los Angeles County; California,2797,06,037,190802
06037190901,Census Tract 1909.01; Los Angeles County; California,3673,06,037,190901
06037190902,Census Tract 1909.02; Los Angeles County; California,3873,06,037,190902
06037191000,Census Tract 1910; Los Angeles County; California,5426,06,037,191000
06037191110,Census Tract 1911.10; Los Angeles County; California,3828,06,037,191110
06037191120,Census Tract 1911.20; Los Angeles County; California,3843,06,037,191120
06037191201,Census Tract 1912.01; Los Angeles County; California,5973,06,037,191201
06037191203,Census Tract 1912.03; Los Angeles County; California,1945,06,037,191203
06037191204,Census Tract 1912.04; Los Angeles County; California,1568,06,037,191204
06037191301,Census Tract 1913.01; Los Angeles County; California,1993,06,037,191301
06037191302,Census Tract 1913.02; Los Angeles County; California,1780,06,037,191302
06037191410,Census Tract 1914.10; Los Angeles County; California,3313,06,037,191410
06037191420,Census Tract 1914.20; Los Angeles County; California,2853,06,037,191420
06037191500,Census Tract 1915; Los Angeles County; California,5173,06,037,191500
06037191610,Census Tract 1916.10; Los Angeles County; California,3663,06,037,191610
06037191620,Census Tract 1916.20; Los Angeles County; California,2838,06,037,191620
06037191710,Census Tract 1917.10; Los Angeles County; California,2519,06,037,191710
06037191720,Census Tract 1917.20; Los Angeles County; California,3462,06,037,191720
06037191810,Census Tract 1918.10; Los Angeles County; California,2795,06,037,191810
06037191820,Census Tract 1918.20; Los Angeles County; California,3776,06,037,191820
06037191901,Census Tract 1919.01; Los Angeles County; California,4328,06,037,191901
06037191902,Census Tract 1919.02; Los Angeles County; California,2845,06,037,191902
06037192001,Census Tract 1920.01; Los Angeles County; California,2364,06,037,192001
06037192002,Census Tract 1920.02; Los Angeles County; California,2680,06,037,192002
06037192300,Census Tract 1923; Los Angeles County; California,2606,06,037,192300
06037192410,Census Tract 1924.10; Los Angeles County; California,4334,06,037,192410
06037192420,Census Tract 1924.20; Los Angeles County; California,3114,06,037,192420
06037192510,Census Tract 1925.10; Los Angeles County; California,4005,06,037,192510
06037192520,Census Tract 1925.20; Los Angeles County; California,4836,06,037,192520
06037192610,Census Tract 1926.10; Los Angeles County; California,4070,06,037,192610
06037192620,Census Tract 1926.20; Los Angeles County; California,3661,06,037,192620
06037192700,Census Tract 1927; Los Angeles County; California,3018,06,037,192700
06037194101,Census Tract 1941.01; Los Angeles County; California,3153,06,037,194101
06037194102,Census Tract 1941.02; Los Angeles County; California,2733,06,037,194102
06037194200,Census Tract 1942; Los Angeles County; California,3389,06,037,194200
06037194300,Census Tract 1943; Los Angeles County; California,2918,06,037,194300
06037194401,Census Tract 1944.01; Los Angeles County; California,2579,06,037,194401
06037194402,Census Tract 1944.02; Los Angeles County; California,3397,06,037,194402
06037194500,Census Tract 1945; Los Angeles County; California,2120,06,037,194500
06037195100,Census Tract 1951; Los Angeles County; California,4871,06,037,195100
06037195201,Census Tract 1952.01; Los Angeles County; California,2980,06,037,195201
06037195202,Census Tract 1952.02; Los Angeles County; California,3280,06,037,195202
06037195300,Census Tract 1953; Los Angeles County; California,2990,06,037,195300
06037195400,Census Tract 1954; Los Angeles County; California,4306,06,037,195400
06037195500,Census Tract 1955; Los Angeles County; California,5111,06,037,195500
06037195600,Census Tract 1956; Los Angeles County; California,2868,06,037,195600
06037195710,Census Tract 1957.10; Los Angeles County; California,3971,06,037,195710
06037195720,Census Tract 1957.20; Los Angeles County; California,1745,06,037,195720
06037195802,Census Tract 1958.02; Los Angeles County; California,2864,06,037,195802
06037195803,Census Tract 1958.03; Los Angeles County; California,2182,06,037,195803
06037195804,Census Tract 1958.04; Los Angeles County; California,2475,06,037,195804
06037195901,Census Tract 1959.01; Los Angeles County; California,2446,06,037,195901
06037195902,Census Tract 1959.02; Los Angeles County; California,1839,06,037,195902
06037195903,Census Tract 1959.03; Los Angeles County; California,2035,06,037,195903
06037197200,Census Tract 1972; Los Angeles County; California,3505,06,037,197200
06037197300,Census Tract 1973; Los Angeles County; California,3792,06,037,197300
06037197410,Census Tract 1974.10; Los Angeles County; California,4014,06,037,197410
06037197420,Census Tract 1974.20; Los Angeles County; California,3445,06,037,197420
06037197500,Census Tract 1975; Los Angeles County; California,3790,06,037,197500
06037197600,Census Tract 1976; Los Angeles County; California,2352,06,037,197600
06037197700,Census Tract 1977; Los Angeles County; California,4690,06,037,197700
06037199001,Census Tract 1990.01; Los Angeles County; California,2390,06,037,199001
06037199002,Census Tract 1990.02; Los Angeles County; California,2697,06,037,199002
06037199110,Census Tract 1991.10; Los Angeles County; California,2335,06,037,199110
06037199120,Census Tract 1991.20; Los Angeles County; California,3454,06,037,199120
06037199201,Census Tract 1992.01; Los Angeles County; California,3268,06,037,199201
06037199202,Census Tract 1992.02; Los Angeles County; California,2501,06,037,199202
06037199300,Census Tract 1993; Los Angeles County; California,3687,06,037,199300
06037199400,Census Tract 1994; Los Angeles County; California,4243,06,037,199400
06037199700,Census Tract 1997; Los Angeles County; California,3500,06,037,199700
06037199801,Census Tract 1998.01; Los Angeles County; California,3520,06,037,199801
06037199802,Census Tract 1998.02; Los Angeles County; California,1905,06,037,199802
06037199900,Census Tract 1999; Los Angeles County; California,2414,06,037,199900
06037201110,Census Tract 2011.10; Los Angeles County; California,2476,06,037,201110
06037201120,Census Tract 2011.20; Los Angeles County; California,3892,06,037,201120
06037201200,Census Tract 2012; Los Angeles County; California,2513,06,037,201200
06037201301,Census Tract 2013.01; Los Angeles County; California,3215,06,037,201301
06037201302,Census Tract 2013.02; Los Angeles County; California,4108,06,037,201302
06037201401,Census Tract 2014.01; Los Angeles County; California,4131,06,037,201401
06037201402,Census Tract 2014.02; Los Angeles County; California,4143,06,037,201402
06037201501,Census Tract 2015.01; Los Angeles County; California,5137,06,037,201501
06037201503,Census Tract 2015.03; Los Angeles County; California,3141,06,037,201503
06037201504,Census Tract 2015.04; Los Angeles County; California,2237,06,037,201504
06037201601,Census Tract 2016.01; Los Angeles County; California,2098,06,037,201601
06037201602,Census Tract 2016.02; Los Angeles County; California,2577,06,037,201602
06037201700,Census Tract 2017; Los Angeles County; California,5135,06,037,201700
06037203100,Census Tract 2031; Los Angeles County; California,4348,06,037,203100
06037203200,Census Tract 2032; Los Angeles County; California,4748,06,037,203200
06037203300,Census Tract 2033; Los Angeles County; California,2151,06,037,203300
06037203500,Census Tract 2035; Los Angeles County; California,2904,06,037,203500
06037203601,Census Tract 2036.01; Los Angeles County; California,2697,06,037,203601
06037203602,Census Tract 2036.02; Los Angeles County; California,2065,06,037,203602
06037203710,Census Tract 2037.10; Los Angeles County; California,3322,06,037,203710
06037203720,Census Tract 2037.20; Los Angeles County; California,3363,06,037,203720
06037203800,Census Tract 2038; Los Angeles County; California,4938,06,037,203800
06037203900,Census Tract 2039; Los Angeles County; California,2575,06,037,203900
06037204110,Census Tract 2041.10; Los Angeles County; California,2526,06,037,204110
06037204120,Census Tract 2041.20; Los Angeles County; California,2475,06,037,204120
06037204200,Census Tract 2042; Los Angeles County; California,3383,06,037,204200
06037204300,Census Tract 2043; Los Angeles County; California,4281,06,037,204300
06037204410,Census Tract 2044.10; Los Angeles County; California,2309,06,037,204410
06037204420,Census Tract 2044.20; Los Angeles County; California,2884,06,037,204420
06037204600,Census Tract 2046; Los Angeles County; California,3735,06,037,204600
06037204700,Census Tract 2047; Los Angeles County; California,4777,06,037,204700
06037204810,Census Tract 2048.10; Los Angeles County; California,5402,06,037,204810
06037204820,Census Tract 2048.20; Los Angeles County; California,2037,06,037,204820
06037204910,Census Tract 2049.10; Los Angeles County; California,3098,06,037,204910
06037204920,Census Tract 2049.20; Los Angeles County; California,2274,06,037,204920
06037205110,Census Tract 2051.10; Los Angeles County; California,3501,06,037,205110
06037205120,Census Tract 2051.20; Los Angeles County; California,3252,06,037,205120
06037206010,Census Tract 2060.10; Los Angeles County; California,3392,06,037,206010
06037206020,Census Tract 2060.20; Los Angeles County; California,7629,06,037,206020
06037206050,Census Tract 2060.50; Los Angeles County; California,2340,06,037,206050
06037206051,Census Tract 2060.51; Los Angeles County; California,1751,06,037,206051
06037206052,Census Tract 2060.52; Los Angeles County; California,3160,06,037,206052
06037206053,Census Tract 2060.53; Los Angeles County; California,3066,06,037,206053
06037206054,Census Tract 2060.54; Los Angeles County; California,2174,06,037,206054
06037206201,Census Tract 2062.01; Los Angeles County; California,2191,06,037,206201
06037206202,Census Tract 2062.02; Los Angeles County; California,1702,06,037,206202
06037206301,Census Tract 2063.01; Los Angeles County; California,1929,06,037,206301
06037206302,Census Tract 2063.02; Los Angeles County; California,1289,06,037,206302
06037206303,Census Tract 2063.03; Los Angeles County; California,2137,06,037,206303
06037207101,Census Tract 2071.01; Los Angeles County; California,4264,06,037,207101
06037207102,Census Tract 2071.02; Los Angeles County; California,3331,06,037,207102
06037207103,Census Tract 2071.03; Los Angeles County; California,2024,06,037,207103
06037207303,Census Tract 2073.03; Los Angeles County; California,2688,06,037,207303
06037207304,Census Tract 2073.04; Los Angeles County; California,2522,06,037,207304
06037207305,Census Tract 2073.05; Los Angeles County; California,1051,06,037,207305
06037207306,Census Tract 2073.06; Los Angeles County; California,2193,06,037,207306
06037207307,Census Tract 2073.07; Los Angeles County; California,1432,06,037,207307
06037207308,Census Tract 2073.08; Los Angeles County; California,1074,06,037,207308
06037207400,Census Tract 2074; Los Angeles County; California,2598,06,037,207400
06037207501,Census Tract 2075.01; Los Angeles County; California,2074,06,037,207501
06037207502,Census Tract 2075.02; Los Angeles County; California,4518,06,037,207502
06037207711,Census Tract 2077.11; Los Angeles County; California,3495,06,037,207711
06037207712,Census Tract 2077.12; Los Angeles County; California,4967,06,037,207712
06037207901,Census Tract 2079.01; Los Angeles County; California,4049,06,037,207901
06037207902,Census Tract 2079.02; Los Angeles County; California,7082,06,037,207902
06037208001,Census Tract 2080.01; Los Angeles County; California,3070,06,037,208001
06037208002,Census Tract 2080.02; Los Angeles County; California,3983,06,037,208002
06037208301,Census Tract 2083.01; Los Angeles County; California,1653,06,037,208301
06037208302,Census Tract 2083.02; Los Angeles County; California,4577,06,037,208302
06037208401,Census Tract 2084.01; Los Angeles County; California,3782,06,037,208401
06037208402,Census Tract 2084.02; Los Angeles County; California,2608,06,037,208402
06037208501,Census Tract 2085.01; Los Angeles County; California,2605,06,037,208501
06037208502,Census Tract 2085.02; Los Angeles County; California,3242,06,037,208502
06037208610,Census Tract 2086.10; Los Angeles County; California,4020,06,037,208610
06037208620,Census Tract 2086.20; Los Angeles County; California,4204,06,037,208620
06037208710,Census Tract 2087.10; Los Angeles County; California,4519,06,037,208710
06037208720,Census Tract 2087.20; Los Angeles County; California,3267,06,037,208720
06037208801,Census Tract 2088.01; Los Angeles County; California,3525,06,037,208801
06037208802,Census Tract 2088.02; Los Angeles County; California,3519,06,037,208802
06037208902,Census Tract 2089.02; Los Angeles County; California,2373,06,037,208902
06037208903,Census Tract 2089.03; Los Angeles County; California,4340,06,037,208903
06037208904,Census Tract 2089.04; Los Angeles County; California,3859,06,037,208904
06037209103,Census Tract 2091.03; Los Angeles County; California,3004,06,037,209103
06037209104,Census Tract 2091.04; Los Angeles County; California,2566,06,037,209104
06037209105,Census Tract 2091.05; Los Angeles County; California,2995,06,037,209105
06037209106,Census Tract 2091.06; Los Angeles County; California,2879,06,037,209106
06037209201,Census Tract 2092.01; Los Angeles County; California,3494,06,037,209201
06037209202,Census Tract 2092.02; Los Angeles County; California,1312,06,037,209202
06037209300,Census Tract 2093; Los Angeles County; California,4917,06,037,209300
06037209401,Census Tract 2094.01; Los Angeles County; California,4391,06,037,209401
06037209402,Census Tract 2094.02; Los Angeles County; California,4013,06,037,209402
06037209403,Census Tract 2094.03; Los Angeles County; California,4136,06,037,209403
06037209510,Census Tract 2095.10; Los Angeles County; California,2957,06,037,209510
06037209520,Census Tract 2095.20; Los Angeles County; California,2228,06,037,209520
06037209810,Census Tract 2098.10; Los Angeles County; California,2601,06,037,209810
06037209820,Census Tract 2098.20; Los Angeles County; California,2548,06,037,209820
06037210010,Census Tract 2100.10; Los Angeles County; California,3012,06,037,210010
06037211000,Census Tract 2110; Los Angeles County; California,5054,06,037,211000
06037211121,Census Tract 2111.21; Los Angeles County; California,2531,06,037,211121
06037211122,Census Tract 2111.22; Los Angeles County; California,2228,06,037,211122
06037211123,Census Tract 2111.23; Los Angeles County; California,1964,06,037,211123
06037211124,Census Tract 2111.24; Los Angeles County; California,4171,06,037,211124
06037211201,Census Tract 2112.01; Los Angeles County; California,2549,06,037,211201
06037211202,Census Tract 2112.02; Los Angeles County; California,2401,06,037,211202
06037211310,Census Tract 2113.10; Los Angeles County; California,3672,06,037,211310
06037211320,Census Tract 2113.20; Los Angeles County; California,3058,06,037,211320
06037211410,Census Tract 2114.10; Los Angeles County; California,2767,06,037,211410
06037211420,Census Tract 2114.20; Los Angeles County; California,3438,06,037,211420
06037211500,Census Tract 2115; Los Angeles County; California,3825,06,037,211500
06037211701,Census Tract 2117.01; Los Angeles County; California,2895,06,037,211701
06037211703,Census Tract 2117.03; Los Angeles County; California,4330,06,037,211703
06037211704,Census Tract 2117.04; Los Angeles County; California,2879,06,037,211704
06037211802,Census Tract 2118.02; Los Angeles County; California,4912,06,037,211802
06037211803,Census Tract 2118.03; Los Angeles County; California,3806,06,037,211803
06037211804,Census Tract 2118.04; Los Angeles County; California,3132,06,037,211804
06037211910,Census Tract 2119.10; Los Angeles County; California,4039,06,037,211910
06037211921,Census Tract 2119.21; Los Angeles County; California,1988,06,037,211921
06037211922,Census Tract 2119.22; Los Angeles County; California,3614,06,037,211922
06037212101,Census Tract 2121.01; Los Angeles County; California,2979,06,037,212101
06037212102,Census Tract 2121.02; Los Angeles County; California,2910,06,037,212102
06037212202,Census Tract 2122.02; Los Angeles County; California,3870,06,037,212202
06037212203,Census Tract 2122.03; Los Angeles County; California,2830,06,037,212203
06037212204,Census Tract 2122.04; Los Angeles County; California,3597,06,037,212204
06037212303,Census Tract 2123.03; Los Angeles County; California,3713,06,037,212303
06037212304,Census Tract 2123.04; Los Angeles County; California,1640,06,037,212304
06037212305,Census Tract 2123.05; Los Angeles County; California,2809,06,037,212305
06037212306,Census Tract 2123.06; Los Angeles County; California,2686,06,037,212306
06037212410,Census Tract 2124.10; Los Angeles County; California,4054,06,037,212410
06037212420,Census Tract 2124.20; Los Angeles County; California,2762,06,037,212420
06037212501,Census Tract 2125.01; Los Angeles County; California,1915,06,037,212501
06037212502,Census Tract 2125.02; Los Angeles County; California,3591,06,037,212502
06037212610,Census Tract 2126.10; Los Angeles County; California,4114,06,037,212610
06037212620,Census Tract 2126.20; Los Angeles County; California,4040,06,037,212620
06037212701,Census Tract 2127.01; Los Angeles County; California,2525,06,037,212701
06037212702,Census Tract 2127.02; Los Angeles County; California,3508,06,037,212702
06037212800,Census Tract 2128; Los Angeles County; California,3479,06,037,212800
06037212900,Census Tract 2129; Los Angeles County; California,3421,06,037,212900
06037213100,Census Tract 2131; Los Angeles County; California,2814,06,037,213100
06037213201,Census Tract 2132.01; Los Angeles County; California,4086,06,037,213201
06037213202,Census Tract 2132.02; Los Angeles County; California,3540,06,037,213202
06037213310,Census Tract 2133.10; Los Angeles County; California,2660,06,037,213310
06037213320,Census Tract 2133.20; Los Angeles County; California,2341,06,037,213320
06037213401,Census Tract 2134.01; Los Angeles County; California,4457,06,037,213401
06037213402,Census Tract 2134.02; Los Angeles County; California,4335,06,037,213402
06037214000,Census Tract 2140; Los Angeles County; California,3736,06,037,214000
06037214100,Census Tract 2141; Los Angeles County; California,4138,06,037,214100
06037214400,Census Tract 2144; Los Angeles County; California,2981,06,037,214400
06037214501,Census Tract 2145.01; Los Angeles County; California,3809,06,037,214501
06037214503,Census Tract 2145.03; Los Angeles County; California,3504,06,037,214503
06037214504,Census Tract 2145.04; Los Angeles County; California,3273,06,037,214504
06037214505,Census Tract 2145.05; Los Angeles County; California,1731,06,037,214505
06037214600,Census Tract 2146; Los Angeles County; California,2280,06,037,214600
06037214700,Census Tract 2147; Los Angeles County; California,2677,06,037,214700
06037214800,Census Tract 2148; Los Angeles County; California,2985,06,037,214800
06037214902,Census Tract 2149.02; Los Angeles County; California,2652,06,037,214902
06037214903,Census Tract 2149.03; Los Angeles County; California,1677,06,037,214903
06037214904,Census Tract 2149.04; Los Angeles County; California,1567,06,037,214904
06037215101,Census Tract 2151.01; Los Angeles County; California,3023,06,037,215101
06037215102,Census Tract 2151.02; Los Angeles County; California,3234,06,037,215102
06037216100,Census Tract 2161; Los Angeles County; California,2179,06,037,216100
06037216201,Census Tract 2162.01; Los Angeles County; California,2626,06,037,216201
06037216202,Census Tract 2162.02; Los Angeles County; California,2613,06,037,216202
06037216301,Census Tract 2163.01; Los Angeles County; California,1448,06,037,216301
06037216302,Census Tract 2163.02; Los Angeles County; California,3210,06,037,216302
06037216401,Census Tract 2164.01; Los Angeles County; California,3998,06,037,216401
06037216402,Census Tract 2164.02; Los Angeles County; California,2648,06,037,216402
06037216700,Census Tract 2167; Los Angeles County; California,3519,06,037,216700
06037216800,Census Tract 2168; Los Angeles County; California,3402,06,037,216800
06037216901,Census Tract 2169.01; Los Angeles County; California,3014,06,037,216901
06037216902,Census Tract 2169.02; Los Angeles County; California,2318,06,037,216902
06037217001,Census Tract 2170.01; Los Angeles County; California,3156,06,037,217001
06037217002,Census Tract 2170.02; Los Angeles County; California,4911,06,037,217002
06037217101,Census Tract 2171.01; Los Angeles County; California,2785,06,037,217101
06037217102,Census Tract 2171.02; Los Angeles County; California,2627,06,037,217102
06037217200,Census Tract 2172; Los Angeles County; California,3809,06,037,217200
06037218110,Census Tract 2181.10; Los Angeles County; California,3153,06,037,218110
06037218120,Census Tract 2181.20; Los Angeles County; California,3790,06,037,218120
06037218210,Census Tract 2182.10; Los Angeles County; California,4113,06,037,218210
06037218220,Census Tract 2182.20; Los Angeles County; California,3811,06,037,218220
06037218300,Census Tract 2183; Los Angeles County; California,4547,06,037,218300
06037218400,Census Tract 2184; Los Angeles County; California,4144,06,037,218400
06037218500,Census Tract 2185; Los Angeles County; California,2669,06,037,218500
06037218600,Census Tract 2186; Los Angeles County; California,2871,06,037,218600
06037218701,Census Tract 2187.01; Los Angeles County; California,1788,06,037,218701
06037218702,Census Tract 2187.02; Los Angeles County; California,2698,06,037,218702
06037218800,Census Tract 2188; Los Angeles County; California,2684,06,037,218800
06037218900,Census Tract 2189; Los Angeles County; California,5397,06,037,218900
06037219010,Census Tract 2190.10; Los Angeles County; California,3108,06,037,219010
06037219020,Census Tract 2190.20; Los Angeles County; California,4190,06,037,219020
06037219300,Census Tract 2193; Los Angeles County; California,3912,06,037,219300
06037219500,Census Tract 2195; Los Angeles County; California,1941,06,037,219500
06037219700,Census Tract 2197; Los Angeles County; California,3876,06,037,219700
06037219800,Census Tract 2198; Los Angeles County; California,3254,06,037,219800
06037219901,Census Tract 2199.01; Los Angeles County; California,4788,06,037,219901
06037219902,Census Tract 2199.02; Los Angeles County; California,3640,06,037,219902
06037220000,Census Tract 2200; Los Angeles County; California,5308,06,037,220000
06037220100,Census Tract 2201; Los Angeles County; California,2386,06,037,220100
06037221110,Census Tract 2211.10; Los Angeles County; California,3027,06,037,221110
06037221120,Census Tract 2211.20; Los Angeles County; California,2924,06,037,221120
06037221210,Census Tract 2212.10; Los Angeles County; California,2829,06,037,221210
06037221220,Census Tract 2212.20; Los Angeles County; California,3081,06,037,221220
06037221302,Census Tract 2213.02; Los Angeles County; California,3782,06,037,221302
06037221303,Census Tract 2213.03; Los Angeles County; California,2527,06,037,221303
06037221304,Census Tract 2213.04; Los Angeles County; California,3615,06,037,221304
06037221401,Census Tract 2214.01; Los Angeles County; California,3690,06,037,221401
06037221402,Census Tract 2214.02; Los Angeles County; California,2771,06,037,221402
06037221500,Census Tract 2215; Los Angeles County; California,3542,06,037,221500
06037221601,Census Tract 2216.01; Los Angeles County; California,3641,06,037,221601
06037221602,Census Tract 2216.02; Los Angeles County; California,2355,06,037,221602
06037221710,Census Tract 2217.10; Los Angeles County; California,2469,06,037,221710
06037221810,Census Tract 2218.10; Los Angeles County; California,2266,06,037,221810
06037221820,Census Tract 2218.20; Los Angeles County; California,2700,06,037,221820
06037221900,Census Tract 2219; Los Angeles County; California,4775,06,037,221900
06037222001,Census Tract 2220.01; Los Angeles County; California,2756,06,037,222001
06037222002,Census Tract 2220.02; Los Angeles County; California,4544,06,037,222002
06037222100,Census Tract 2221; Los Angeles County; California,3964,06,037,222100
06037222200,Census Tract 2222; Los Angeles County; California,3474,06,037,222200
06037222500,Census Tract 2225; Los Angeles County; California,4076,06,037,222500
06037222600,Census Tract 2226; Los Angeles County; California,4907,06,037,222600
06037222700,Census Tract 2227; Los Angeles County; California,4632,06,037,222700
06037224010,Census Tract 2240.10; Los Angeles County; California,2964,06,037,224010
06037224020,Census Tract 2240.20; Los Angeles County; California,2989,06,037,224020
06037224200,Census Tract 2242; Los Angeles County; California,2171,06,037,224200
06037224310,Census Tract 2243.10; Los Angeles County; California,1870,06,037,224310
06037224320,Census Tract 2243.20; Los Angeles County; California,3872,06,037,224320
06037224410,Census Tract 2244.10; Los Angeles County; California,2731,06,037,224410
06037224420,Census Tract 2244.20; Los Angeles County; California,2051,06,037,224420
06037224600,Census Tract 2246; Los Angeles County; California,3040,06,037,224600
06037224701,Census Tract 2247.01; Los Angeles County; California,2550,06,037,224701
06037224702,Census Tract 2247.02; Los Angeles County; California,2483,06,037,224702
06037226001,Census Tract 2260.01; Los Angeles County; California,2011,06,037,226001
06037226002,Census Tract 2260.02; Los Angeles County; California,1900,06,037,226002
06037226410,Census Tract 2264.10; Los Angeles County; California,3334,06,037,226410
06037226420,Census Tract 2264.20; Los Angeles County; California,4928,06,037,226420
06037226701,Census Tract 2267.01; Los Angeles County; California,2287,06,037,226701
06037226702,Census Tract 2267.02; Los Angeles County; California,3749,06,037,226702
06037227010,Census Tract 2270.10; Los Angeles County; California,3932,06,037,227010
06037227020,Census Tract 2270.20; Los Angeles County; California,3232,06,037,227020
06037228100,Census Tract 2281; Los Angeles County; California,4189,06,037,228100
06037228210,Census Tract 2282.10; Los Angeles County; California,3579,06,037,228210
06037228220,Census Tract 2282.20; Los Angeles County; California,4565,06,037,228220
06037228310,Census Tract 2283.10; Los Angeles County; California,4470,06,037,228310
06037228320,Census Tract 2283.20; Los Angeles County; California,3166,06,037,228320
06037228410,Census Tract 2284.10; Los Angeles County; California,3111,06,037,228410
06037228420,Census Tract 2284.20; Los Angeles County; California,2781,06,037,228420
06037228500,Census Tract 2285; Los Angeles County; California,4840,06,037,228500
06037228600,Census Tract 2286; Los Angeles County; California,4894,06,037,228600
06037228710,Census Tract 2287.10; Los Angeles County; California,4127,06,037,228710
06037228720,Census Tract 2287.20; Los Angeles County; California,4773,06,037,228720
06037228800,Census Tract 2288; Los Angeles County; California,5503,06,037,228800
06037228900,Census Tract 2289; Los Angeles County; California,3410,06,037,228900
06037229100,Census Tract 2291; Los Angeles County; California,4420,06,037,229100
06037229200,Census Tract 2292; Los Angeles County; California,4319,06,037,229200
06037229300,Census Tract 2293; Los Angeles County; California,5641,06,037,229300
06037229410,Census Tract 2294.10; Los Angeles County; California,3788,06,037,229410
06037229420,Census Tract 2294.20; Los Angeles County; California,4796,06,037,229420
06037231100,Census Tract 2311; Los Angeles County; California,2785,06,037,231100
06037231210,Census Tract 2312.10; Los Angeles County; California,3984,06,037,231210
06037231220,Census Tract 2312.20; Los Angeles County; California,4274,06,037,231220
06037231301,Census Tract 2313.01; Los Angeles County; California,2920,06,037,231301
06037231302,Census Tract 2313.02; Los Angeles County; California,2933,06,037,231302
06037231400,Census Tract 2314; Los Angeles County; California,4633,06,037,231400
06037231500,Census Tract 2315; Los Angeles County; California,5050,06,037,231500
06037231601,Census Tract 2316.01; Los Angeles County; California,2299,06,037,231601
06037231602,Census Tract 2316.02; Los Angeles County; California,1874,06,037,231602
06037231603,Census Tract 2316.03; Los Angeles County; California,3067,06,037,231603
06037231710,Census Tract 2317.10; Los Angeles County; California,4190,06,037,231710
06037231720,Census Tract 2317.20; Los Angeles County; California,5078,06,037,231720
06037231800,Census Tract 2318; Los Angeles County; California,4995,06,037,231800
06037231901,Census Tract 2319.01; Los Angeles County; California,2820,06,037,231901
06037231902,Census Tract 2319.02; Los Angeles County; California,2877,06,037,231902
06037232110,Census Tract 2321.10; Los Angeles County; California,3375,06,037,232110
06037232120,Census Tract 2321.20; Los Angeles County; California,5199,06,037,232120
06037232200,Census Tract 2322; Los Angeles County; California,3581,06,037,232200
06037232300,Census Tract 2323; Los Angeles County; California,4595,06,037,232300
06037232401,Census Tract 2324.01; Los Angeles County; California,3879,06,037,232401
06037232402,Census Tract 2324.02; Los Angeles County; California,3155,06,037,232402
06037232500,Census Tract 2325; Los Angeles County; California,4870,06,037,232500
06037232601,Census Tract 2326.01; Los Angeles County; California,1846,06,037,232601
06037232602,Census Tract 2326.02; Los Angeles County; California,5364,06,037,232602
06037232701,Census Tract 2327.01; Los Angeles County; California,2288,06,037,232701
06037232702,Census Tract 2327.02; Los Angeles County; California,4529,06,037,232702
06037232800,Census Tract 2328; Los Angeles County; California,3754,06,037,232800
06037234001,Census Tract 2340.01; Los Angeles County; California,2522,06,037,234001
06037234002,Census Tract 2340.02; Los Angeles County; California,2736,06,037,234002
06037234200,Census Tract 2342; Los Angeles County; California,2381,06,037,234200
06037234301,Census Tract 2343.01; Los Angeles County; California,1984,06,037,234301
06037234302,Census Tract 2343.02; Los Angeles County; California,2587,06,037,234302
06037234501,Census Tract 2345.01; Los Angeles County; California,2893,06,037,234501
06037234502,Census Tract 2345.02; Los Angeles County; California,2394,06,037,234502
06037234600,Census Tract 2346; Los Angeles County; California,4731,06,037,234600
06037234700,Census Tract 2347; Los Angeles County; California,3650,06,037,234700
06037234800,Census Tract 2348; Los Angeles County; California,3657,06,037,234800
06037234901,Census Tract 2349.01; Los Angeles County; California,2518,06,037,234901
06037234902,Census Tract 2349.02; Los Angeles County; California,4450,06,037,234902
06037235100,Census Tract 2351; Los Angeles County; California,4121,06,037,235100
06037235201,Census Tract 2352.01; Los Angeles County; California,2925,06,037,235201
